programme_code,programme_name,year,course_code,alternative_course,year_raw
CB001ECO04,,3,STA3030F,,Third Year
CB001ECO04,,3,STA3036S,,Third Year
CB001ECO04,,3,ECO3009F,,Third Year
CB001ECO04,,3,ECO3016F,,Third Year
CB001ECO04,,3,ECO3024F,,Third Year
CB001ECO04,,3,ECO3022S,,Third Year
CB001ECO04,,3,ECO3023S,,Third Year
CB001ECO04,,3,ECO3025S,,Third Year
CB001ECO03,,1,ACC1021F,,First Year
CB001ECO03,,1,ACC1022Z,,First Year
CB001ECO03,,1,ECO1010F,,First Year
CB001ECO03,,1,MAM1010F,,First Year
CB001ECO03,,1,ECO1011S,,First Year
CB001ECO03,,1,INF1002S,,First Year
CB001ECO03,,1,STA1000S,,First Year
CB001ECO03,,1,MAM1012S,,First Year
CB001ECO03,,2,ECO2003F,,Second Year
CB001ECO03,,2,PVL1003W,,Second Year
CB001ECO03,,2,PVL1004F,,Second Year
CB001ECO03,,2,PVL1008H,,Second Year
CB001ECO03,,2,ECO2004S,,Second Year
CB001ECO03,,2,ECO2007S,,Second Year
CB001ECO03,,2,PHI2043S,,Second Year
CB001ECO03,,3,ECO3020F,,Third Year
CB001ECO03,,3,PBL2000W,,Third Year
CB001ECO03,,3,PVL2002H,,Third Year
CB001ECO03,,3,PVL2003H,,Third Year
CB001ECO03,,3,ECO3025S,,Third Year
CB001ECO03,,3,ECO3021S,,Third Year
CB001ECO03,,3,ECO3009F,,Third Year
CB001ECO03,,3,ECO3016F,,Third Year
CB001ECO03,,3,ECO3024F,,Third Year
CB001ECO03,,3,ECO3022S,,Third Year
CB001ECO03,,3,ECO3023S,,Third Year
CB001BUS06,,1,ACC1021F,,First Year
CB001BUS06,,1,ACC1022Z,,First Year
CB001BUS06,,1,ECO1010F,,First Year
CB001BUS06,,1,MAM1010,,First Year
CB001BUS06,,1,BUS1036F,,First Year
CB001BUS06,,1,ECO1011S,,First Year
CB001BUS06,,1,STA1000S,,First Year
CB001BUS06,,1,INF1002F,,First Year
CB001BUS06,,1,CSC1015F,,First Year
CB001BUS06,,2,PHI2043S,,Second Year
CB001BUS06,,2,CML1001F,,Second Year
CB001BUS06,,2,BUS2010F,,Second Year
CB001BUS06,,2,BUS2033S,,Second Year
CB001BUS06,,2,FTX2020F,,Second Year
CB001BUS06,,2,FTX2024S,,Second Year
CB001BUS06,,3,ECO2007S,ECO2008S,Third Year
CB001BUS06,,3,MAM1012S,FTX2024F,Third Year
CB001BUS06,,3,BUS2033S,,Third Year
CB001BUS06,,3,INF3003W,INF3014F,Third Year
CB001BUS06,,3,MAM1012S,BUS2010F,Third Year
CB001BUS06,,3,STA3022F,,Third Year
CB001BUS06,,3,PSY1004F,,Third Year
CB001BUS06,,3,MAM1012S,,Third Year
CB001BUS06,,3,BUS3039,,Third Year
CB001BUS06,,3,BUS2023S,,Third Year
CB001BUS06,,3,PHI1025F,,Third Year
CB001BUS06,,3,BUS1036F,,Third Year
CB001BUS06,,3,BUS1004F,,Third Year
CB001BUS06,,3,BUS1007S,,Third Year
CB001BUS06,,3,CSC1016S,,Third Year
CB001BUS06,,3,EGS1007S,,Third Year
CB001BUS06,,3,GEO1009F,,Third Year
CB001BUS06,,3,INF1003F,,Third Year
CB001BUS06,,3,PHI1024F,,Third Year
CB001BUS06,,3,PHI1026F,,Third Year
CB001BUS06,,3,PHI1010S,,Third Year
CB001BUS06,,3,POL1004F,,Third Year
CB001BUS06,,3,POL1005S,,Third Year
CB001BUS06,,3,PSY1005S,,Third Year
CB001BUS06,,3,BUS2024F,,Third Year
CB001BUS06,,3,CML2001F,,Third Year
CB001BUS06,,3,CSC2001F,,Third Year
CB001BUS06,,3,CSC2002S,,Third Year
CB001BUS06,,3,ECO2003F,,Third Year
CB001BUS06,,3,ECO2004S,,Third Year
CB001BUS06,,3,ECO2007S,,Third Year
CB001BUS06,,3,ECO2008S,,Third Year
CB001BUS06,,3,EGS2013F,,Third Year
CB001BUS06,,3,EGS2014S,,Third Year
CB001BUS06,,3,END1019L,,Third Year
CB001BUS06,,3,INF2004F,,Third Year
CB001BUS06,,3,INF2009F,,Third Year
CB001BUS06,,3,INF2010S,,Third Year
CB001BUS06,,3,INF2011S,,Third Year
CB001BUS06,,3,PHI2012F,,Third Year
CB001BUS06,,3,PHI2037F,,Third Year
CB001BUS06,,3,PHI2042F,,Third Year
CB001BUS06,,3,PHI2044F,,Third Year
CB001BUS06,,3,PHI2016S,,Third Year
CB001BUS06,,3,PHI2040S,,Third Year
CB001BUS06,,3,PHI2041S,,Third Year
CB001BUS06,,3,POL2038F,,Third Year
CB001BUS06,,3,POL2002S,,Third Year
CB001BUS06,,3,POL2036F,,Third Year
CB001BUS06,,3,POL2039F,,Third Year
CB001BUS06,,3,PSY2013F,,Third Year
CB001BUS06,,3,PSY2014S,,Third Year
CB001BUS06,,3,PSY2015F,,Third Year
CB001BUS06,,3,PSY2003S,,Third Year
CB001BUS06,,3,PSY2010S,,Third Year
CB001BUS06,,3,PVL1003W,,Third Year
CB001BUS06,,3,PVL1008H,,Third Year
CB001BUS06,,3,PVL1004F,,Third Year
CB001BUS06,,3,STA2020F,,Third Year
CB001BUS06,,3,STA2030S,,Third Year
CB001BUS06,,3,BUS3041F,,Third Year
CB001BUS06,,3,BUS3003F,,Third Year
CB001BUS06,,3,BUS3008W,,Third Year
CB001BUS06,,3,BUS3038S,,Third Year
CB001BUS06,,3,BUS3043S,,Third Year
CB001BUS06,,3,BUS3004S,,Third Year
CB001BUS06,,3,CSC3002F,,Third Year
CB001BUS06,,3,CSC3003S,,Third Year
CB001BUS06,,3,ECO3024F,,Third Year
CB001BUS06,,3,ECO3020F,,Third Year
CB001BUS06,,3,ECO3009F,,Third Year
CB001BUS06,,3,ECO3016F,,Third Year
CB001BUS06,,3,ECO3021S,,Third Year
CB001BUS06,,3,ECO3022S,,Third Year
CB001BUS06,,3,ECO3023S,,Third Year
CB001BUS06,,3,ECO3025S,,Third Year
CB001BUS06,,3,EGS3012S,,Third Year
CB001BUS06,,3,EGS3023F,,Third Year
CB001BUS06,,3,EGS3021F,,Third Year
CB001BUS06,,3,EGS3022S,,Third Year
CB001BUS06,,3,FTX3044F,,Third Year
CB001BUS06,,3,FTX3045S,,Third Year
CB001BUS06,,3,INF3014F,,Third Year
CB001BUS06,,3,INF3003W,,Third Year
CB001BUS06,,3,INF3012S,,Third Year
CB001BUS06,,3,PBL2000W,,Third Year
CB001BUS06,,3,PHI3023F,,Third Year
CB001BUS06,,3,PHI3024S,,Third Year
CB001BUS06,,3,POL3030F,,Third Year
CB001BUS06,,3,POL3013S,,Third Year
CB001BUS06,,3,POL3029S,,Third Year
CB001BUS06,,3,POL3046S,,Third Year
CB001BUS06,,3,PSY3005F,,Third Year
CB001BUS06,,3,PSY3008F,,Third Year
CB001BUS06,,3,PSY3011S,,Third Year
CB001BUS06,,3,PSY3007S,,Third Year
CB001BUS06,,3,PSY3010S,,Third Year
CB001BUS06,,3,PVL2002H,,Third Year
CB001BUS06,,3,PVL2003H,,Third Year
CB001BUS06,,3,STA3030F,,Third Year
CB001BUS06,,3,STA3036S,,Third Year
CB026BUS01,,1,ACC1106F,,First Year
CB026BUS01,,1,BUS1036F,,First Year
CB026BUS01,,1,CSC1015F,,First Year
CB026BUS01,,1,DOC1103H,,First Year
CB026BUS01,,1,ECO1110F,,First Year
CB026BUS01,,1,MAM1031F,,First Year
CB026BUS01,,1,MAM1032S,,First Year
CB026BUS01,,1,BUS1003H,,First Year
CB026BUS01,,1,ACC1111S,,First Year
CB026BUS01,,1,ECO1011S,,First Year
CB026BUS01,,1,STA1106H,,First Year
CB026BUS01,,2,CML1001F,,Second Year
CB026BUS01,,2,ECO2003F,,Second Year
CB026BUS01,,2,STA2004F,,Second Year
CB026BUS01,,2,MAM2010F,,Second Year
CB026BUS01,,2,MAM2011F,,Second Year
CB026BUS01,,2,MAM2012S,,Second Year
CB026BUS01,,2,MAM2014S,,Second Year
CB026BUS01,,2,BUS2016H,,Second Year
CB026BUS01,,2,ECO2004S,,Second Year
CB026BUS01,,2,FTX2024S,,Second Year
CB026BUS01,,2,STA2005S,,Second Year
CB026BUS01,,2,MAM2012S,MAM2013S,Second Year
CB026BUS01,,3,BUS3018F,,Third Year
CB026BUS01,,3,STA3041F,,Third Year
CB026BUS01,,3,STA3045F,,Third Year
CB026BUS01,,3,BUS3024S,,Third Year
CB026BUS01,,3,PHI2043S,,Third Year
CB026BUS01,,3,STA3047S,,Third Year
CB026BUS01,,3,STA3048S,,Third Year
CB026BUS09,,1,ACC1106F,,First Year
CB026BUS09,,1,CSC1015F,,First Year
CB026BUS09,,1,DOC1103H,,First Year
CB026BUS09,,1,ECO1110F,,First Year
CB026BUS09,,1,MAM1031F,,First Year
CB026BUS09,,1,MAM1032S,,First Year
CB026BUS09,,1,BUS1003H,,First Year
CB026BUS09,,1,ACC1111S,,First Year
CB026BUS09,,1,BUS1036S,,First Year
CB026BUS09,,1,ECO1011S,,First Year
CB026BUS09,,1,STA1106H,,First Year
CB026BUS09,,2,CML1001F,,Second Year
CB026BUS09,,2,ECO2003F,,Second Year
CB026BUS09,,2,STA2004F,,Second Year
CB026BUS09,,2,MAM2010F,,Second Year
CB026BUS09,,2,MAM2011F,,Second Year
CB026BUS09,,2,MAM2012S,,Second Year
CB026BUS09,,2,MAM2014S,,Second Year
CB026BUS09,,2,BUS2016H,,Second Year
CB026BUS09,,2,ECO2004S,,Second Year
CB026BUS09,,2,FTX2024S,,Second Year
CB026BUS09,,2,STA2005S,,Second Year
CB026BUS09,,2,MAM2012S,MAM2013S,Second Year
CB026BUS09,,3,FTX3044F,,Third Year
CB026BUS09,,3,STA3041F,,Third Year
CB026BUS09,,3,STA3045F,,Third Year
CB026BUS09,,3,BUS2033S,,Third Year
CB026BUS09,,3,FTX3045S,,Third Year
CB026BUS09,,3,PHI2043S,,Third Year
CB026BUS09,,3,STA3047S,,Third Year
CB026BUS09,,3,STA3048S,,Third Year
CB023ACC08,,1,ACC1106F,,First Year
CB023ACC08,,1,ACC1015F,,First Year
CB023ACC08,,1,DOC1103H,,First Year
CB023ACC08,,1,ECO1110F,,First Year
CB023ACC08,,1,MAM1110F,,First Year
CB023ACC08,,1,ACC1111S,,First Year
CB023ACC08,,1,ECO1011S,,First Year
CB023ACC08,,1,INF1102S,,First Year
CB023ACC08,,1,STA1100S,,First Year
CB023ACC08,,1,CML1004S,,First Year
CB023ACC08,,2,ACC2022H,,Second Year
CB023ACC08,,2,FTX2024F,,Second Year
CB023ACC08,,2,INF2004F,,Second Year
CB023ACC08,,2,ACC2012W,,Second Year
CB023ACC08,,2,ACC2018H,,Second Year
CB023ACC08,,2,ACC2023H,,Second Year
CB023ACC08,,3,CML2001F,,Third Year
CB023ACC08,,3,PHI2043F,,Third Year
CB023ACC08,,3,ACC3020W,,Third Year
CB023ACC08,,3,ACC3004W,,Third Year
CB023ACC08,,3,ACC3022W,,Third Year
CB023ACC08,,3,ACC3023W,,Third Year
CB023ACC08,,3,CML2010Z,,Third Year
CB023ACC08,,3,CML1004S,,Third Year
CB023ACC04,,1,ACC1106F,,First Year
CB023ACC04,,1,ACC1015F,,First Year
CB023ACC04,,1,DOC1103H,,First Year
CB023ACC04,,1,ECO1110F,,First Year
CB023ACC04,,1,MAM1110F,,First Year
CB023ACC04,,1,ACC1111S,,First Year
CB023ACC04,,1,ECO1011S,,First Year
CB023ACC04,,1,INF1102S,,First Year
CB023ACC04,,1,STA1100S,,First Year
CB023ACC04,,1,CML1004S,,First Year
CB023ACC04,,2,ACC2022H,,Second Year
CB023ACC04,,2,FTX2024F,,Second Year
CB023ACC04,,2,INF2004F,,Second Year
CB023ACC04,,2,ACC2012W,,Second Year
CB023ACC04,,2,ACC2018H,,Second Year
CB023ACC04,,2,ACC2023H,,Second Year
CB023ACC04,,2,PHI2043F,,Second Year
CB023ACC04,,3,CML2001F,,Third Year
CB023ACC04,,3,ACC3009W,,Third Year
CB023ACC04,,3,ACC3004W,,Third Year
CB023ACC04,,3,ACC3022W,,Third Year
CB023ACC04,,3,ACC3001F,,Third Year
CB023ACC04,,3,ACC3002S,,Third Year
CB023ACC04,,3,ACC3023W,,Third Year
CB023ACC04,,3,CML2010Z,,Third Year
CB023ACC04,,3,CML1004S,,Third Year
CB023PHI03,,1,ACC1021F,,First Year
CB023PHI03,,1,ACC1022Z,,First Year
CB023PHI03,,1,DOC1103H,,First Year
CB023PHI03,,1,ECO1110F,,First Year
CB023PHI03,,1,PHI1024F,,First Year
CB023PHI03,,1,POL1004F,,First Year
CB023PHI03,,1,ECO1011S,,First Year
CB023PHI03,,1,MAM1110F,,First Year
CB023PHI03,,1,POL1005S,,First Year
CB023PHI03,,2,ECO2003F,,Second Year
CB023PHI03,,2,ECO2004S,,Second Year
CB023PHI03,,2,ECO2007S,,Second Year
CB023PHI03,,2,INF1102S,,Second Year
CB023PHI03,,2,PHI1010S,,Second Year
CB023PHI03,,2,STA1000F,,Second Year
CB023PHI03,,2,PHI2042F,,Second Year
CB023PHI03,,2,PHI2041S,,Second Year
CB023PHI03,,2,POL2042S,,Second Year
CB023PHI03,,2,POL2043S,,Second Year
CB023PHI03,,2,POL2038F,,Second Year
CB023PHI03,,2,POL2039F,,Second Year
CB023PHI03,,3,ECO3020F,,Third Year
CB023PHI03,,3,ECO3025S,,Third Year
CB023PHI03,,3,PHI3023F,,Third Year
CB023PHI03,,3,PHI3024S,,Third Year
CB023PHI03,,3,POL3030F,,Third Year
CB023PHI03,,3,POL3046S,,Third Year
CB023PHI03,,3,POL3029F,,Third Year
CB023PHI03,,3,POL3000,,Third Year
CB023PHI03,,3,ECO2008S,,Third Year
CB023PHI03,,3,ECO3021S,,Third Year
CB023ECO02,,1,ACC1021F,,First Year
CB023ECO02,,1,ACC1022Z,,First Year
CB023ECO02,,1,DOC1103H,,First Year
CB023ECO02,,1,ECO1110F,,First Year
CB023ECO02,,1,MAM1110F,,First Year
CB023ECO02,,1,INF1102F,,First Year
CB023ECO02,,1,ECO1011S,,First Year
CB023ECO02,,1,MAM1112S,,First Year
CB023ECO02,,1,STA1100S,,First Year
CB023ECO02,,2,CML1001F,,Second Year
CB023ECO02,,2,ECO2003F,,Second Year
CB023ECO02,,2,STA2020F,,Second Year
CB023ECO02,,2,ECO2004S,,Second Year
CB023ECO02,,2,ECO2007S,,Second Year
CB023ECO02,,2,FTX2024S,,Second Year
CB023ECO02,,2,ECO2008S,,Second Year
CB023ECO02,,2,MAM2000W,MAM1010F,Second Year
CB023ECO02,,2,MAM2000W,,Second Year
CB023ECO02,,2,BUS2033,,Second Year
CB023ECO02,,3,ECO3020F,,Third Year
CB023ECO02,,3,FTX3044F,,Third Year
CB023ECO02,,3,ECO3021S,,Third Year
CB023ECO02,,3,FTX3045S,,Third Year
CB023ECO02,,3,PHI2043S,,Third Year
CB023ECO02,,3,ECO3009F,,Third Year
CB023ECO02,,3,ECO3016F,,Third Year
CB023ECO02,,3,ECO3024F,,Third Year
CB023ECO02,,3,ECO3022S,,Third Year
CB023ECO02,,3,ECO3023S,,Third Year
CB023ECO02,,3,ECO3025S,,Third Year
CB023ECO04,,1,ACC1021F,,First Year
CB023ECO04,,1,ACC1022Z,,First Year
CB023ECO04,,1,DOC1103H,,First Year
CB023ECO04,,1,ECO1110F,,First Year
CB023ECO04,,1,INF1102F,,First Year
CB023ECO04,,1,CSC1015F,,First Year
CB023ECO04,,1,ECO1011S,,First Year
CB023ECO04,,1,MAM1110F,,First Year
CB023ECO04,,1,MAM1112S,,First Year
CB023ECO04,,1,MAM1031F,,First Year
CB023ECO04,,1,MAM1032S,,First Year
CB023ECO04,,1,STA1100S,,First Year
CB023ECO04,,1,STA1106H,,First Year
CB023ECO04,,2,CML1001F,,Second Year
CB023ECO04,,2,ECO2003F,,Second Year
CB023ECO04,,2,ECO2004S,,Second Year
CB023ECO04,,2,ECO2007S,,Second Year
CB023ECO04,,2,PHI2043S,,Second Year
CB023ECO04,,2,STA2004F,,Second Year
CB023ECO04,,2,STA2005S,,Second Year
CB023ECO04,,2,STA2020F,,Second Year
CB023ECO04,,2,STA2030S,,Second Year
CB023ECO04,,2,ECO2008S,,Second Year
CB023ECO04,,2,BUS2033,,Second Year
CB023ECO04,,3,ECO3020F,,Third Year
CB023ECO04,,3,FTX2020F,,Third Year
CB023ECO04,,3,FTX2024S,,Third Year
CB023ECO04,,3,ECO3021S,,Third Year
CB023ECO04,,3,STA3041F,,Third Year
CB023ECO04,,3,STA3043S,,Third Year
CB023ECO04,,3,STA3030F,,Third Year
CB023ECO04,,3,STA3036S,,Third Year
CB023ECO04,,3,ECO3009F,,Third Year
CB023ECO04,,3,ECO3016F,,Third Year
CB023ECO04,,3,ECO3024F,,Third Year
CB023ECO04,,3,ECO3022S,,Third Year
CB023ECO04,,3,ECO3023S,,Third Year
CB023ECO04,,3,ECO3025S,,Third Year
CB023ECO03,,1,ACC1021F,,First Year
CB023ECO03,,1,ACC1022Z,,First Year
CB023ECO03,,1,ECO1110F,,First Year
CB023ECO03,,1,DOC1103H,,First Year
CB023ECO03,,1,MAM1110F,,First Year
CB023ECO03,,1,ECO1011S,,First Year
CB023ECO03,,1,INF1102F,,First Year
CB023ECO03,,1,MAM1112S,,First Year
CB023ECO03,,1,STA1100S,,First Year
CB023ECO03,,2,ECO2003F,,Second Year
CB023ECO03,,2,PVL1003W,,Second Year
CB023ECO03,,2,PVL1004F,,Second Year
CB023ECO03,,2,PVL1008H,,Second Year
CB023ECO03,,2,ECO2004S,,Second Year
CB023ECO03,,2,ECO2007S,,Second Year
CB023ECO03,,2,PHI2043S,,Second Year
CB023ECO03,,3,ECO3020F,,Third Year
CB023ECO03,,3,PBL2000W,,Third Year
CB023ECO03,,3,PVL2002H,,Third Year
CB023ECO03,,3,PVL2003H,,Third Year
CB023ECO03,,3,ECO3025S,,Third Year
CB023ECO03,,3,ECO3021S,,Third Year
CB023ECO03,,3,ECO3009F,,Third Year
CB023ECO03,,3,ECO3016F,,Third Year
CB023ECO03,,3,ECO3024F,,Third Year
CB023ECO03,,3,ECO3022S,,Third Year
CB023ECO03,,3,ECO3023S,,Third Year
CB023INF01,,1,ACC1021F,,First Year
CB023INF01,,1,ACC1022Z,,First Year
CB023INF01,,1,INF1102F,,First Year
CB023INF01,,1,CSC1015F,,First Year
CB023INF01,,1,DOC1103H,,First Year
CB023INF01,,1,ECO1110F,,First Year
CB023INF01,,1,MAM1110F,,First Year
CB023INF01,,1,BUS1036S,,First Year
CB023INF01,,1,ECO1011S,,First Year
CB023INF01,,1,CML1004S,,First Year
CB023INF01,,2,INF1003F,,Second Year
CB023INF01,,2,INF2007F,,Second Year
CB023INF01,,2,INF2006F,,Second Year
CB023INF01,,2,INF2009F,,Second Year
CB023INF01,,2,INF2010S,,Second Year
CB023INF01,,2,INF2011S,,Second Year
CB023INF01,,2,BUS2010F,,Second Year
CB023INF01,,2,STA1100S,,Second Year
CB023INF01,,3,BUS2033F,,Third Year
CB023INF01,,3,INF3014F,,Third Year
CB023INF01,,3,INF3003W,,Third Year
CB023INF01,,3,PHI2043S,,Third Year
CB023INF01,,3,INF3012S,,Third Year
CB023INF01,,3,CSC1015F,,Third Year
CB023INF01,,3,INF1003F,,Third Year
CB023INF01,,3,BUS1007S,,Third Year
CB023INF01,,3,MAM1012S,,Third Year
CB023INF01,,3,POL1004F,,Third Year
CB023INF01,,3,PHI1025S,,Third Year
CB023INF01,,3,BUS2024F,,Third Year
CB023INF01,,3,BUS2023S,,Third Year
CB023INF01,,3,CML2001F,,Third Year
CB023INF01,,3,CML2005F,,Third Year
CB023INF01,,3,ECO2003F,,Third Year
CB023INF01,,3,ECO2004S,,Third Year
CB023INF01,,3,ECO2007S,,Third Year
CB023INF01,,3,FTX2000S,,Third Year
CB023INF01,,3,FTX2020F,,Third Year
CB023INF01,,3,PHI2037S,,Third Year
CB023INF01,,3,STA2020F,,Third Year
CB023INF06,,1,ACC1021F,,First Year
CB023INF06,,1,ACC1022Z,,First Year
CB023INF06,,1,CSC1015F,,First Year
CB023INF06,,1,DOC1103H,,First Year
CB023INF06,,1,ECO1110F,,First Year
CB023INF06,,1,MAM1110F,,First Year
CB023INF06,,1,MAM1112S,,First Year
CB023INF06,,1,MAM1031F,,First Year
CB023INF06,,1,MAM1032S,,First Year
CB023INF06,,1,ECO1011S,,First Year
CB023INF06,,1,CSC1016S,,First Year
CB023INF06,,2,BUS1036F,,Second Year
CB023INF06,,2,CML1001F,,Second Year
CB023INF06,,2,CSC2001F,,Second Year
CB023INF06,,2,INF2006F,,Second Year
CB023INF06,,2,INF2009F,,Second Year
CB023INF06,,2,CSC2002S,,Second Year
CB023INF06,,2,INF2011S,,Second Year
CB023INF06,,2,PHI2043S,,Second Year
CB023INF06,,2,STA1100S,,Second Year
CB023INF06,,2,CSC2004Z,,Second Year
CB023INF06,,3,CSC3002F,,Third Year
CB023INF06,,3,INF3011F,,Third Year
CB023INF06,,3,INF3014F,,Third Year
CB023INF06,,3,BUS2033F,,Third Year
CB023INF06,,3,CSC3003S,,Third Year
CB023INF06,,3,INF3012S,,Third Year
CB023INF11,,1,ACC1021F,,First Year
CB023INF11,,1,ACC1022Z,,First Year
CB023INF11,,1,INF1102F,,First Year
CB023INF11,,1,CSC1015F,,First Year
CB023INF11,,1,DOC1103H,,First Year
CB023INF11,,1,ECO1110F,,First Year
CB023INF11,,1,MAM1110F,,First Year
CB023INF11,,1,BUS1036S,,First Year
CB023INF11,,1,ECO1011S,,First Year
CB023INF11,,1,STA1100S,,First Year
CB023INF11,,1,MAM1112S,,First Year
CB023INF11,,2,INF1003F,,Second Year
CB023INF11,,2,INF2007F,,Second Year
CB023INF11,,2,INF2006F,,Second Year
CB023INF11,,2,INF2009F,,Second Year
CB023INF11,,2,INF2010S,,Second Year
CB023INF11,,2,INF2011S,,Second Year
CB023INF11,,2,FTX2024F,,Second Year
CB023INF11,,2,ECO2003F,,Second Year
CB023INF11,,2,ECO2004S,,Second Year
CB023INF11,,2,CML1004S,,Second Year
CB023INF11,,3,BUS2033F,,Third Year
CB023INF11,,3,STA2020F,,Third Year
CB023INF11,,3,INF3014F,,Third Year
CB023INF11,,3,INF3011F,,Third Year
CB023INF11,,3,FTX3044F,,Third Year
CB023INF11,,3,FTX3045S,,Third Year
CB023INF11,,3,PHI2043S,,Third Year
CB023INF11,,3,INF3012S,,Third Year
CB023INF11,,3,CSC1015F,,Third Year
CB023INF11,,3,INF1003F,,Third Year
CB023INF11,,3,STA1000S,,Third Year
CB023BUS06,,1,ACC1021F,,First Year
CB023BUS06,,1,ACC1022Z,,First Year
CB023BUS06,,1,DOC1103H,,First Year
CB023BUS06,,1,ECO1110F,,First Year
CB023BUS06,,1,INF1102F,,First Year
CB023BUS06,,1,CSC1015F,,First Year
CB023BUS06,,1,MAM1110F,,First Year
CB023BUS06,,1,BUS1036S,,First Year
CB023BUS06,,1,ECO1011S,,First Year
CB023BUS06,,1,STA1100S,,First Year
CB023BUS06,,2,BUS2010F,,Second Year
CB023BUS06,,2,BUS2033F,,Second Year
CB023BUS06,,2,FTX2020F,,Second Year
CB023BUS06,,2,FTX2024F,,Second Year
CB023BUS06,,2,PHI2043F,,Second Year
CB023BUS06,,2,CML1001F,,Second Year
CB023BUS06,,2,CML1004S,,Second Year
CB023BUS06,,3,ECO2007S,ECO2008S,Third Year
CB023BUS06,,3,MAM1012S,FTX2024F,Third Year
CB023BUS06,,3,BUS2033S,,Third Year
CB023BUS06,,3,INF3012S,INF3011F,Third Year
CB023BUS06,,3,MAM1012S,BUS2010F,Third Year
CB023BUS06,,3,PSY1004F,,Third Year
CB023BUS06,,3,MAM1012S,,Third Year
CB023BUS06,,3,BUS3039,,Third Year
CB023BUS06,,3,BUS2023S,,Third Year
CB023BUS06,,3,PHI1025F,,Third Year
CB023BUS06,,3,BUS1036F,,Third Year
CB023BUS06,,3,BUS1004F,,Third Year
CB023BUS06,,3,BUS1007S,,Third Year
CB023BUS06,,3,CSC1016S,,Third Year
CB023BUS06,,3,EGS1007S,,Third Year
CB023BUS06,,3,GEO1009F,,Third Year
CB023BUS06,,3,INF1003F,,Third Year
CB023BUS06,,3,PHI1024F,,Third Year
CB023BUS06,,3,PHI1026F,,Third Year
CB023BUS06,,3,PHI1010S,,Third Year
CB023BUS06,,3,POL1004F,,Third Year
CB023BUS06,,3,POL1005S,,Third Year
CB023BUS06,,3,PSY1005S,,Third Year
CB023BUS06,,3,BUS2024F,,Third Year
CB023BUS06,,3,CML2001F,,Third Year
CB023BUS06,,3,CSC2001F,,Third Year
CB023BUS06,,3,CSC2002S,,Third Year
CB023BUS06,,3,ECO2003F,,Third Year
CB023BUS06,,3,ECO2004S,,Third Year
CB023BUS06,,3,ECO2007S,,Third Year
CB023BUS06,,3,ECO2008S,,Third Year
CB023BUS06,,3,EGS2013F,,Third Year
CB023BUS06,,3,EGS2014S,,Third Year
CB023BUS06,,3,END1019L,,Third Year
CB023BUS06,,3,INF2004F,,Third Year
CB023BUS06,,3,INF2009F,,Third Year
CB023BUS06,,3,INF2010S,,Third Year
CB023BUS06,,3,INF2011S,,Third Year
CB023BUS06,,3,PHI2012F,,Third Year
